target_id,source_id,weight
12.00_76.00,11.39_76.25,0.116001307394507
12.00_76.00,11.39_77.08,0.0464007669781263
12.00_76.00,11.94_75.42,0.115769288554911
12.00_76.00,11.94_76.25,0.115769288554911
12.00_76.00,11.94_77.08,0.046307958954213
12.00_76.00,12.50_75.42,0.115526385369354
12.00_76.00,12.50_76.25,0.115526385369354
12.00_76.00,12.50_77.08,0.0462107971690191
12.00_76.00,13.06_75.42,0.0461389452401755
12.00_76.00,13.06_76.25,0.0461389452401755
12.00_76.00,13.06_77.08,0.0184556751539448
12.00_78.00,10.83_77.08,0.013938077641121
12.00_78.00,10.83_77.92,0.0232302108469787
12.00_78.00,10.83_78.75,0.0185846601387038
12.00_78.00,11.39_77.08,0.0696000488977821
12.00_78.00,11.39_77.92,0.116000488193971
12.00_78.00,11.39_78.75,0.0928028446753875
12.00_78.00,11.94_77.08,0.069460839065205
12.00_78.00,11.94_77.92,0.11576847099289
12.00_78.00,11.94_78.75,0.0926172260059394
